1,number_of_matches,average,sum,reads_ratio,all_sum,all_ratio,product
NC_017535_606159_607688,30.0,45.2,1582.0,0.0061614294516327784,13217.449168207024,4.272065901430299e-06,17.842105263157894
NC_021191_183865_185368,31.0,43.193548387096776,1339.0,0.0063668104333538715,11415.188128979256,3.6895497265482948e-06,17.61842105263158
NC_017217_1480405_1481953,29.0,45.58620689655172,1322.0,0.005956048469911686,10409.290614089135,3.3644294693028875e-06,17.394736842105264
NC_022582_327975_329522,32.0,41.0,1312.0,0.006572191415074964,11313.002259190798,3.6565218128884245e-06,17.263157894736842
NC_014391_2546563_2548065,28.0,45.51724137931034,1320.0,0.005750667488190594,9674.447064822487,3.126917674874408e-06,16.769509981851176
NC_010168_364813_366283,28.0,44.857142857142854,1256.0,0.005750667488190594,9071.884986650237,2.932161116714416e-06,16.526315789473685
NC_017955_186078_187585,27.0,45.666666666666664,1233.0,0.005545286506469501,8430.438077634011,2.724836433054762e-06,16.223684210526315
NC_017524_1472153_1473689,28.0,44.0,1232.0,0.005750667488190594,8728.501129595401,2.821174613331133e-06,16.210526315789473
NC_015957_373994_375508,27.0,44.148148148148145,1192.0,0.005545286506469501,7879.097966728281,2.546635536806437e-06,15.68421052631579
gi|9629210|ref|NC_001782.1|_Saccharomyces_cerevisiae_killer_virus_M1__complete_genome,31.0,38.4054054054054,1421.0,0.0063668104333538715,10771.34769334954,3.481451421344912e-06,15.665362731152204
X87758,26.0,42.84615384615385,1114.0,0.005339905524748409,6626.801396590676,2.1418756313451392e-06,14.657894736842104
NC_022793_151033_152220,23.0,45.56521739130435,1048.0,0.00472376257958513,5188.127336208667,1.6768758936185908e-06,13.789473684210526
NC_013595_2067480_2068992,20.0,45.75,915.0,0.004107619634421853,3439.0018484288357,1.1115338780320462e-06,12.039473684210526
NC_014218_493741_495258,21.0,43.523809523809526,914.0,0.004313000616142945,3603.0634627233517,1.1645609045968314e-06,12.026315789473683
NC_008596_3823615_3825142,19.0,45.4,908.0,0.00390223865270076,3056.3925241322654,9.87869150663294e-07,11.35
NC_015136_1255249_1256769,19.0,45.21052631578947,859.0,0.00390223865270076,2879.3877592934896,9.306587153792064e-07,11.302631578947368
NC_021915_787727_789261,21.0,40.76190476190476,856.0,0.004313000616142945,3160.2908194701167,1.0214505444012944e-06,11.26315789473684
NC_007333_2390559_2392029,19.0,42.73684210526316,812.0,0.00390223865270076,2572.91764222633,8.316032531437826e-07,10.68421052631579
NC_009342_105305_106842,18.0,43.111111111111114,776.0,0.0036968576709796672,2226.158964879852,7.195259602664074e-07,10.210526315789473
NC_009380_202576_204103,17.0,44.705882352941174,760.0,0.0034914766892585746,2016.6769357157527,6.518184153108345e-07,10.0
NC_020230_138972_140478,18.0,42.0,756.0,0.0036968576709796672,2112.887245841035,6.829149438483457e-07,9.947368421052632
NC_014976_2221825_2223383,16.0,44.588235294117645,758.0,0.003286095707537482,1777.0092179817088,5.743544302729316e-07,9.386996904024766
NC_013929_2859181_2860717,16.0,42.5,680.0,0.003286095707537482,1519.4906551653316,4.911208004558088e-07,8.947368421052632
NC_013174_721228_722761,15.0,44.6,669.0,0.0030807147258163892,1378.807763401109,4.456501065895374e-07,8.802631578947368
NC_022115_542375_543905,17.0,38.705882352941174,658.0,0.0034914766892585746,1511.6837132881494,4.885974867843493e-07,8.657894736842104
NC_015671_2110404_2111909,13.0,45.84615384615385,596.0,0.0026699527623742043,948.4099404395154,3.065394627637378e-07,7.842105263157895
NC_021350_359864_361325,15.0,38.333333333333336,575.0,0.0030807147258163892,1018.5613062230436,3.2921337312939643e-07,7.56578947368421
NC_010087_20986_22511,12.0,45.5,546.0,0.0024645717806531116,734.728280961183,2.3747453808718194e-07,7.184210526315789
NC_010120_57058_58043,12.0,45.416666666666664,545.0,0.0024645717806531116,732.0394331484905,2.366054645686418e-07,7.171052631578947
NC_012590_815373_816888,12.0,44.833333333333336,538.0,0.0024645717806531116,713.3555144793593,2.3056655866208554e-07,7.078947368421052
NC_006087_133817_135263,11.0,45.27272727272727,498.0,0.002259190798932019,560.2883548983365,1.8109309485276094e-07,6.552631578947368
NC_015222_659953_661478,11.0,44.583333333333336,535.0,0.002259190798932019,592.7504792222908,1.9158531106237082e-07,6.452850877192982
D89332,11.0,44.45454545454545,489.0,0.002259190798932019,540.2199630314233,1.7460670769135596e-07,6.434210526315789
NC_023018_865427_867005,10.0,45.4,454.0,0.0020538098172109263,423.32306428424727,1.3682398208632877e-07,5.973684210526315
GQ421314,10.0,45.3,453.0,0.0020538098172109263,421.46025878003695,1.362218970868513e-07,5.9605263157894735
NC_009613_509664_511163,10.0,44.36363636363637,488.0,0.0020538098172109263,444.6386228271626,1.4371347109909285e-07,5.83732057416268
NC_017586_802727_804240,10.0,43.9,439.0,0.0020538098172109263,395.8122817827069,1.2793210935424406e-07,5.776315789473684
AY278611,11.0,39.46153846153846,513.0,0.002259190798932019,503.07990900042654,1.6260251865427997e-07,5.711538461538461
FJ482175,10.0,41.27272727272727,454.0,0.0020538098172109263,384.83914934931573,1.243854382602989e-07,5.430622009569378
NC_017945_607923_609429,10.0,39.6,396.0,0.0020538098172109263,322.0702402957486,1.0409764198242607e-07,5.2105263157894735
NC_013159_564225_565751,9.0,43.888888888888886,395.0,0.0018484288354898336,288.4011090573013,9.321530412252084e-08,5.197368421052631
NC_004551_680284_681809,8.0,45.5,364.0,0.001643047853768741,217.6972684329431,7.036282609990576e-08,4.789473684210526
AY594189,8.0,44.75,358.0,0.001643047853768741,210.57958513041692,6.806229051645575e-08,4.7105263157894735
NC_007510_26071_27600,7.0,45.857142857142854,321.0,0.0014376668720476485,148.13863216266174,4.7880494268810685e-08,4.223684210526316
NC_009767_3886210_3887678,7.0,45.857142857142854,321.0,0.0014376668720476485,148.13863216266174,4.7880494268810685e-08,4.223684210526316
FM956635,7.0,45.5,364.0,0.0014376668720476485,166.67447114397208,5.387153873274035e-08,4.190789473684211
NC_016001_1179124_1180623,7.0,44.875,359.0,0.0014376668720476485,162.12695111932635,5.2401716153048455e-08,4.133223684210526
NC_021284_432253_433760,7.0,43.714285714285715,306.0,0.0014376668720476485,134.61737523105361,4.3510233415381816e-08,4.026315789473684
GQ036304,7.0,43.142857142857146,302.0,0.0014376668720476485,131.12096939823374,4.2380145760353746e-08,3.9736842105263155
NC_007514_102592_104100,6.0,45.666666666666664,274.0,0.0012322858903265558,92.5150955021565,2.990218307879025e-08,3.6052631578947367
AJ415376,6.0,44.5,267.0,0.0012322858903265558,87.84842883548984,2.8393850624751965e-08,3.513157894736842
NC_009615_142361_143857,6.0,43.166666666666664,259.0,0.0012322858903265558,82.6629698089957,2.6717837166449054e-08,3.407894736842105
NC_009441_27883_29401,6.0,41.833333333333336,251.0,0.0012322858903265558,77.63524337646334,2.509280510611733e-08,3.302631578947368
AJ234040,6.0,41.5,249.0,0.0012322858903265558,76.40295748613678,2.46945129344674e-08,3.276315789473684
AY083219.1_Trichosporon_beigelii_strain_NCPF_3932_18S_ribosomal_RNA_gene,6.0,40.666666666666664,244.0,0.0012322858903265558,73.36537276648183,2.371272273135032e-08,3.2105263157894735
gi|9627210|ref|NC_001550.1|_Mason-Pfizer_monkey_virus__complete_genome,6.0,38.333333333333336,230.0,0.0012322858903265558,65.1879235982748,2.1069655880281375e-08,3.026315789473684
NC_014655_2377874_2379362,5.0,45.8,229.0,0.0010269049086054631,53.85192031217909,1.7405699811245045e-08,3.013157894736842
NC_014168_687295_688798,5.0,45.8,229.0,0.0010269049086054631,53.85192031217909,1.7405699811245045e-08,3.013157894736842
DQ780934.1_Cladosporium_psychrotolerans_strain_EXF_326_18S_ribosomal_RNA_gene_partial_sequence,5.0,45.44444444444444,409.0,0.0010269049086054631,95.43426667579472,3.084570035452416e-08,2.9897660818713447
NC_007777_3751629_3753140,5.0,45.4,227.0,0.0010269049086054631,52.91538303553091,1.7102997760791097e-08,2.9868421052631575
NC_012968_214628_216153,5.0,45.333333333333336,272.0,0.0010269049086054631,63.31211063188882,2.04633666856587e-08,2.982456140350877
NC_008544_396143_397670,5.0,45.2,226.0,0.0010269049086054631,52.450195111932636,1.6952642465993248e-08,2.9736842105263155
NC_018690_284015_285558,5.0,45.2,226.0,0.0010269049086054631,52.450195111932636,1.6952642465993248e-08,2.9736842105263155
NC_009505_1596507_1597960,5.0,45.2,226.0,0.0010269049086054631,52.450195111932636,1.6952642465993248e-08,2.9736842105263155
NC_006155_12249_13794,5.0,44.0,264.0,0.0010269049086054631,59.6426370918053,1.9277341107856683e-08,2.894736842105263
NC_014552_622212_623712,5.0,42.75,342.0,0.0010269049086054631,75.06931608133087,2.426346123169926e-08,2.8125
NC_013061_1368500_1370009,5.0,41.75,334.0,0.0010269049086054631,71.5983774902444,2.3141604948218622e-08,2.7467105263157894
NC_021064_590199_591726,5.0,39.4,197.0,0.0010269049086054631,39.85315259806942,1.2881100741301825e-08,2.5921052631578947
KM370114.1_Malassezia_furfur_strain_150.3_18S_ribosomal_RNA_gene_5.8S,5.0,38.285714285714285,268.0,0.0010269049086054631,52.68315582548484,1.702793865272897e-08,2.5187969924812026
gi|543145307|ref|NC_022332.1|_Eel_picornavirus_1_strain_F15_05__complete_genome,5.0,38.2,191.0,0.0010269049086054631,37.462517970835904,1.2108413928300959e-08,2.513157894736842
NC_017456_98071_99545,4.0,45.75,183.0,0.0008215239268843705,27.512014787430683,8.89227102425637e-09,2.4078947368421053
NC_008825_352302_353832,4.0,45.75,183.0,0.0008215239268843705,27.512014787430683,8.89227102425637e-09,2.4078947368421053
NC_017139_69712_71266,4.0,45.5,182.0,0.0008215239268843705,27.212158554117888,8.79535326248822e-09,2.394736842105263
NC_016510_159976_161491,4.0,45.5,182.0,0.0008215239268843705,27.212158554117888,8.79535326248822e-09,2.394736842105263
NC_007974_148595_150121,4.0,45.5,182.0,0.0008215239268843705,27.212158554117888,8.79535326248822e-09,2.394736842105263
NC_022442_495034_496588,4.0,45.166666666666664,271.0,0.0008215239268843705,40.2223591428767,1.3000433501396716e-08,2.37719298245614
NC_016048_420887_422420,4.0,44.0,176.0,0.0008215239268843705,25.447525159170258,8.224998872685517e-09,2.3157894736842106
NC_008255_120035_121547,4.0,43.2,216.0,0.0008215239268843705,30.66321626617375,9.910783765599574e-09,2.2736842105263158
NC_018011_119147_120561,4.0,43.0,172.0,0.0008215239268843705,24.303963852947216,7.855383737394382e-09,2.263157894736842
GU272293,4.0,42.25,169.0,0.0008215239268843705,23.463544875744503,7.583748476329128e-09,2.2236842105263155
NC_019566_113412_114888,4.0,42.25,169.0,0.0008215239268843705,23.463544875744503,7.583748476329128e-09,2.2236842105263155
NC_017921_270522_272099,4.0,41.2,206.0,0.0008215239268843705,27.88975148901212,9.014360851272797e-09,2.168421052631579
NC_015277_391129_392638,4.0,40.75,163.0,0.0008215239268843705,21.82706921339084,7.0548164723780186e-09,2.144736842105263
KF155205.1_Fonsecaea_pedrosoi_strain_CBS_271.37_18S_ribosomal_RNA_gene_partial_sequence,4.0,40.0,160.0,0.0008215239268843705,21.031012528239884,6.797519729492163e-09,2.1052631578947367
NC_015381_317271_318506,3.0,46.0,138.0,0.0006161429451632779,11.733826247689464,3.792538058450647e-09,1.8157894736842104
NC_021521_418602_420146,3.0,46.0,138.0,0.0006161429451632779,11.733826247689464,3.792538058450647e-09,1.8157894736842104
am989901,3.0,46.0,138.0,0.0006161429451632779,11.733826247689464,3.792538058450647e-09,1.8157894736842104
NC_015731_632833_634358,3.0,46.0,138.0,0.0006161429451632779,11.733826247689464,3.792538058450647e-09,1.8157894736842104
gi|9626958|ref|NC_001501.1|_Moloney_murine_leukemia_virus__complete_genome,3.0,45.833333333333336,275.0,0.0006161429451632779,23.297905113986445,7.530211370256517e-09,1.8092105263157894
NC_007298_76851_78380,3.0,45.75,183.0,0.0006161429451632779,15.47550831792976,5.001902451144208e-09,1.8059210526315788
NC_007908_4112640_4114170,3.0,45.75,183.0,0.0006161429451632779,15.47550831792976,5.001902451144208e-09,1.8059210526315788
NC_018661_518081_519633,3.0,45.666666666666664,137.0,0.0006161429451632779,11.564386937769562,3.737772884848781e-09,1.8026315789473684
NC_021743_804431_805972,3.0,45.666666666666664,137.0,0.0006161429451632779,11.564386937769562,3.737772884848781e-09,1.8026315789473684
NC_017511_1177616_1179168,3.0,45.666666666666664,137.0,0.0006161429451632779,11.564386937769562,3.737772884848781e-09,1.8026315789473684
KP893281.1_Aspergillus_flavus_18S_ribosomal_RNA_gene,3.0,45.5,182.0,0.0006161429451632779,15.306839186691313,4.947386210149624e-09,1.7960526315789473
NC_017171_39493_41017,3.0,45.5,182.0,0.0006161429451632779,15.306839186691313,4.947386210149624e-09,1.7960526315789473
NC_022738_191891_193429,3.0,45.4,227.0,0.0006161429451632779,19.049537892791125,6.157079193884795e-09,1.7921052631578944
NC_002976_105734_107287,3.0,45.333333333333336,136.0,0.0006161429451632779,11.396179913739989,3.6834060034185664e-09,1.789473684210526
NC_010510_146467_147942,3.0,45.25,181.0,0.0006161429451632779,15.139094269870611,4.893168688283777e-09,1.7861842105263157
NC_016002_457528_459051,3.0,45.0,135.0,0.0006161429451632779,11.22920517560074,3.6294374141600006e-09,1.776315789473684
NC_021738_702979_704520,3.0,45.0,135.0,0.0006161429451632779,11.22920517560074,3.6294374141600006e-09,1.776315789473684
NC_012856_2911940_2913465,3.0,44.75,179.0,0.0006161429451632779,14.806377079482441,4.785629801938295e-09,1.7664473684210524
NC_003295_1532714_1534226,3.0,44.333333333333336,133.0,0.0006161429451632779,10.898952556993223,3.5226951121578187e-09,1.75
NC_014246_3966_5493,3.0,44.333333333333336,133.0,0.0006161429451632779,10.898952556993223,3.5226951121578187e-09,1.75
NC_012791_5073169_5074691,3.0,44.333333333333336,133.0,0.0006161429451632779,10.898952556993223,3.5226951121578187e-09,1.75
NC_013947_4742394_4743901,3.0,44.0,132.0,0.0006161429451632779,10.735674676524955,3.469921399414203e-09,1.7368421052631577
NC_015321_2752771_2754283,3.0,43.0,172.0,0.0006161429451632779,13.67097966728281,4.4186533522843396e-09,1.6973684210526314
NC_018010_1925144_1926556,3.0,43.0,129.0,0.0006161429451632779,10.253234750462108,3.3139900142132547e-09,1.6973684210526314
NC_023004_447312_448895,3.0,43.0,172.0,0.0006161429451632779,13.67097966728281,4.4186533522843396e-09,1.6973684210526314
NC_021030_881290_882801,3.0,43.0,129.0,0.0006161429451632779,10.253234750462108,3.3139900142132547e-09,1.6973684210526314
NC_015434_2336703_2338222,3.0,41.666666666666664,125.0,0.0006161429451632779,9.627233518176217,3.1116575910150894e-09,1.644736842105263
NC_007794_2851010_2852488,3.0,41.666666666666664,125.0,0.0006161429451632779,9.627233518176217,3.1116575910150894e-09,1.644736842105263
NC_013169_739195_740721,3.0,41.333333333333336,124.0,0.0006161429451632779,9.47381392483056,3.062070215644673e-09,1.631578947368421
NC_010729_229311_230785,3.0,41.333333333333336,124.0,0.0006161429451632779,9.47381392483056,3.062070215644673e-09,1.631578947368421
NC_014376_18567_20085,3.0,40.666666666666664,122.0,0.0006161429451632779,9.170671595810228,2.96409034141879e-09,1.6052631578947367
NC_008463_733095_734620,3.0,40.0,120.0,0.0006161429451632779,8.872458410351202,2.8677036358795065e-09,1.5789473684210527
NC_021216_754578_756085,3.0,39.333333333333336,118.0,0.0006161429451632779,8.579174368453481,2.7729100990268226e-09,1.5526315789473684
NC_021015_159_1677,3.0,39.0,117.0,0.0006161429451632779,8.434380776340111,2.7261107688579557e-09,1.5394736842105263
NC_021219_691027_692517,3.0,39.0,117.0,0.0006161429451632779,8.434380776340111,2.7261107688579557e-09,1.5394736842105263
gi|148828664|ref|NC_009562.1|_Alternanthera_yellow_vein_virus_satellite_DNA_beta__complete_genome,3.0,38.666666666666664,116.0,0.0006161429451632779,8.290819470117068,2.6797097308607388e-09,1.526315789473684
NC_022900_1483388_1484755,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
GQ116155,2.0,46.0,138.0,0.00041076196344218524,5.215033887861984,1.6855724704225098e-09,1.2105263157894737
FJ665968,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_015144_378282_379790,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_014931_172901_174423,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_012691_26293_27826,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_015580_152811_154287,2.0,46.0,138.0,0.00041076196344218524,5.215033887861984,1.6855724704225098e-09,1.2105263157894737
NC_012704_112976_114476,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_009659_259683_261216,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_015563_662885_664405,2.0,46.0,92.0,0.00041076196344218524,3.476689258574656,1.1237149802816733e-09,1.2105263157894737
NC_010172_644635_646112,2.0,45.5,91.0,0.00041076196344218524,3.401519819264736,1.0994191578110275e-09,1.1973684210526314
NC_010380_15372_16805,2.0,45.5,91.0,0.00041076196344218524,3.401519819264736,1.0994191578110275e-09,1.1973684210526314
NC_017959_78446_79934,2.0,45.5,91.0,0.00041076196344218524,3.401519819264736,1.0994191578110275e-09,1.1973684210526314
NC_015713_370012_371557,2.0,45.0,90.0,0.00041076196344218524,3.3271719038817005,1.0753888634548148e-09,1.1842105263157894
NC_010397_1462398_1463901,2.0,45.0,90.0,0.00041076196344218524,3.3271719038817005,1.0753888634548148e-09,1.1842105263157894
GQ111212,2.0,45.0,90.0,0.00041076196344218524,3.3271719038817005,1.0753888634548148e-09,1.1842105263157894
NC_015677_566088_567610,2.0,45.0,90.0,0.00041076196344218524,3.3271719038817005,1.0753888634548148e-09,1.1842105263157894
NC_013194_2600436_2601966,2.0,45.0,90.0,0.00041076196344218524,3.3271719038817005,1.0753888634548148e-09,1.1842105263157894
gi|319976676|ref|NC_014953.1|_Human_papillomavirus_type_129__complete_genome,2.0,45.0,180.0,0.00041076196344218524,6.654343807763401,2.1507777269096296e-09,1.1842105263157894
NC_002696_2840149_2841639,2.0,44.666666666666664,134.0,0.00041076196344218524,4.917094543711919,1.5892742742547042e-09,1.175438596491228
NC_017025_134357_135860,2.0,44.5,89.0,0.00041076196344218524,3.2536455124255492,1.0516240972130356e-09,1.1710526315789473
NC_013162_609893_611401,2.0,44.5,89.0,0.00041076196344218524,3.2536455124255492,1.0516240972130356e-09,1.1710526315789473
NC_014722_271762_273294,2.0,44.5,89.0,0.00041076196344218524,3.2536455124255492,1.0516240972130356e-09,1.1710526315789473
NC_011989_61729_63213,2.0,44.5,89.0,0.00041076196344218524,3.2536455124255492,1.0516240972130356e-09,1.1710526315789473
NC_012912_155115_156644,2.0,44.5,89.0,0.00041076196344218524,3.2536455124255492,1.0516240972130356e-09,1.1710526315789473
DQ003613,2.0,44.0,88.0,0.00041076196344218524,3.1809406448962823,1.0281248590856897e-09,1.1578947368421053
NC_012527_14128_15634,2.0,43.5,87.0,0.00041076196344218524,3.1090573012939,1.004891149072777e-09,1.144736842105263
NC_022658_2543546_2545064,2.0,43.5,87.0,0.00041076196344218524,3.1090573012939,1.004891149072777e-09,1.144736842105263
NC_020933_851181_852721,2.0,43.0,129.0,0.00041076196344218524,4.556993222427603,1.4728844507614464e-09,1.131578947368421
EU985310,2.0,43.0,86.0,0.00041076196344218524,3.037995481618402,9.819229671742977e-10,1.131578947368421
AF287775,2.0,43.0,86.0,0.00041076196344218524,3.037995481618402,9.819229671742977e-10,1.131578947368421
NC_004663_1630184_1631563,2.0,43.0,86.0,0.00041076196344218524,3.037995481618402,9.819229671742977e-10,1.131578947368421
NC_015725_684491_686010,2.0,42.5,85.0,0.00041076196344218524,2.9677551858697884,9.592203133902515e-10,1.118421052631579
NC_007347_1897409_1898936,2.0,42.5,85.0,0.00041076196344218524,2.9677551858697884,9.592203133902515e-10,1.118421052631579
NC_013422_573791_575315,2.0,42.5,85.0,0.00041076196344218524,2.9677551858697884,9.592203133902515e-10,1.118421052631579
NC_014497_5310_6845,2.0,41.5,83.0,0.00041076196344218524,2.8297391661532143,9.146115901654592e-10,1.0921052631578947
NC_016609_1184433_1185950,2.0,41.5,83.0,0.00041076196344218524,2.8297391661532143,9.146115901654592e-10,1.0921052631578947
gi|591398024|ref|NC_023675.1|_Porcine_astrovirus_4_strain_35_USA__complete_genome,2.0,41.5,83.0,0.00041076196344218524,2.8297391661532143,9.146115901654592e-10,1.0921052631578947
NC_014664_1678465_1679933,2.0,41.0,82.0,0.00041076196344218524,2.7619634421852535,8.92705520724713e-10,1.0789473684210527
GU411032,2.0,41.0,82.0,0.00041076196344218524,2.7619634421852535,8.92705520724713e-10,1.0789473684210527
NC_016610_689695_691145,2.0,40.5,81.0,0.00041076196344218524,2.6950092421441774,8.710649793984001e-10,1.0657894736842104
AF481213,2.0,40.0,120.0,0.00041076196344218524,3.9433148490449783,1.2745349492797805e-09,1.0526315789473684
NC_014831_73909_75456,2.0,39.5,79.0,0.00041076196344218524,2.563565413842678,8.28580481089074e-10,1.0394736842105263
gi|335352415|ref|NC_015521.1|_Cutthroat_trout_virus__complete_genome,2.0,39.5,79.0,0.00041076196344218524,2.563565413842678,8.28580481089074e-10,1.0394736842105263
gi|170676268|ref|NC_010489.1|_Tomato_zonate_spot_virus_segment_S__complete_sequence,2.0,39.5,79.0,0.00041076196344218524,2.563565413842678,8.28580481089074e-10,1.0394736842105263
gi|326910946|ref|NC_015300.1|_Rose_rosette_virus_RNA3__complete_genome,2.0,39.5,79.0,0.00041076196344218524,2.563565413842678,8.28580481089074e-10,1.0394736842105263
NC_017347_522050_523611,2.0,39.0,78.0,0.00041076196344218524,2.499075785582255,8.07736524106061e-10,1.026315789473684
gi|632842269|ref|NC_024075.1|_Cat_Que_Virus_strain_VN04-2108_nucleoprotein_gene__complete_cds,2.0,38.5,77.0,0.00041076196344218524,2.435407681248716,7.871580952374812e-10,1.013157894736842
NC_013235_4499135_4500639,2.0,38.5,77.0,0.00041076196344218524,2.435407681248716,7.871580952374812e-10,1.013157894736842
gi|288804639|ref|NC_013797.1|_Pieris_rapae_granulovirus__complete_genome,2.0,38.5,77.0,0.00041076196344218524,2.435407681248716,7.871580952374812e-10,1.013157894736842
HM358614,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_009617_9623_11127,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_004113_2335243_2336733,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_022514_166137_167775,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_022241_2737171_2738712,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_013521_791905_793431,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_009075_558377_559910,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_005085_421225_422698,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_017316_213429_214977,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_006156_446773_448310,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
GU733362.1_Microsporum_audouinii_strain_CBS_109478_18S_ribosomal_RNA_gene,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_011144_1272412_1273848,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
EF421434,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_017550_228645_230174,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_017846_367990_369517,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
EU919766,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_008702_204806_206339,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_009443_16967_18518,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_017038_2449904_2451392,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
DQ088807,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_019673_1012089_1013592,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_023003_503490_505018,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
GQ067896,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_002940_10643_12179,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
FJ976448,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
NC_014313_3624598_3626066,1.0,46.0,46.0,0.00020538098172109262,0.434586157321832,1.4046437253520916e-10,0.6052631578947368
